"","Dataset","Subject","Activity","Measurement","Value"
"11485","train","22","SITTING","tBodyAcc-mean-X",0.273583822709677
"11486","train","22","SITTING","tBodyAcc-mean-Y",-0.0123468446419355
"11487","train","22","SITTING","tBodyAcc-mean-Z",-0.105827369516129
"11488","train","22","SITTING","tBodyAcc-std-X",-0.978466823709677
"11489","train","22","SITTING","tBodyAcc-std-Y",-0.928059133795645
"11490","train","22","SITTING","tBodyAcc-std-Z",-0.917564853870968
"11491","train","22","SITTING","tBodyAccJerk-mean-X",0.0807687311935484
"11492","train","22","SITTING","tBodyAccJerk-mean-Y",-0.000842715149193548
"11493","train","22","SITTING","tBodyAccJerk-mean-Z",-0.0126852481958065
"11494","train","22","SITTING","tBodyAccJerk-std-X",-0.981664149193548
"11495","train","22","SITTING","tBodyAccJerk-std-Y",-0.964782832419355
"11496","train","22","SITTING","tBodyAccJerk-std-Z",-0.978928356290323
"11497","train","22","SITTING","tBodyAccJerkMag-mean",-0.979303714032258
"11498","train","22","SITTING","tBodyAccJerkMag-std",-0.968576776774194
"11499","train","22","SITTING","tBodyAccMag-mean",-0.942167353870968
"11500","train","22","SITTING","tBodyAccMag-std",-0.924336184035484
"11501","train","22","SITTING","tBodyGyro-mean-X",-0.0360430675032258
"11502","train","22","SITTING","tBodyGyro-mean-Y",-0.0793617444354839
"11503","train","22","SITTING","tBodyGyro-mean-Z",0.0804426775241936
"11504","train","22","SITTING","tBodyGyro-std-X",-0.981099172419355
"11505","train","22","SITTING","tBodyGyro-std-Y",-0.950173478548387
"11506","train","22","SITTING","tBodyGyro-std-Z",-0.946501417741936
"11507","train","22","SITTING","tBodyGyroJerk-mean-X",-0.0986493161935484
"11508","train","22","SITTING","tBodyGyroJerk-mean-Y",-0.0423409822741935
"11509","train","22","SITTING","tBodyGyroJerk-mean-Z",-0.0517193986693548
"11510","train","22","SITTING","tBodyGyroJerk-std-X",-0.985671250322581
"11511","train","22","SITTING","tBodyGyroJerk-std-Y",-0.980275619354839
"11512","train","22","SITTING","tBodyGyroJerk-std-Z",-0.97954410516129
"11513","train","22","SITTING","tBodyGyroJerkMag-mean",-0.98547603483871
"11514","train","22","SITTING","tBodyGyroJerkMag-std",-0.976503766290323
"11515","train","22","SITTING","tBodyGyroMag-mean",-0.942077432741935
"11516","train","22","SITTING","tBodyGyroMag-std",-0.933268487096774
"11517","train","22","SITTING","tGravityAcc-mean-X",0.839305928709677
"11518","train","22","SITTING","tGravityAcc-mean-Y",0.208553884
"11519","train","22","SITTING","tGravityAcc-mean-Z",0.315551492322581
"11520","train","22","SITTING","tGravityAcc-std-X",-0.972009988709677
"11521","train","22","SITTING","tGravityAcc-std-Y",-0.954225015274194
"11522","train","22","SITTING","tGravityAcc-std-Z",-0.927950649854839
"11523","train","22","SITTING","tGravityAccMag-mean",-0.942167353870968
"11524","train","22","SITTING","tGravityAccMag-std",-0.924336184035484
"11525","train","22","STANDING","a(tBodyAccJerkMean),gravityMean)",0.0194333314460317
"11526","train","22","STANDING","a(tBodyAccMean,gravity)",0.00462641322539682
"11527","train","22","STANDING","a(tBodyGyroJerkMean,gravityMean)",-0.0486648156222222
"11528","train","22","STANDING","a(tBodyGyroMean,gravityMean)",0.0311652005079365
"11529","train","22","STANDING","a(X,gravityMean)",-0.788451559206349
"11530","train","22","STANDING","a(Y,gravityMean)",0.238437296507937
"11531","train","22","STANDING","a(Z,gravityMean)",-0.000765151707936508
"11532","train","22","STANDING","fBodyAcc-mean-X",-0.980373909206349
"11533","train","22","STANDING","fBodyAcc-mean-X.1",0.00672335972539683
"11534","train","22","STANDING","fBodyAcc-mean-Y",-0.929161387619048
"11535","train","22","STANDING","fBodyAcc-mean-Y.1",-0.122387998604286
"11536","train","22","STANDING","fBodyAcc-mean-Z",-0.957101794126984
"11537","train","22","STANDING","fBodyAcc-mean-Z.1",-0.0427793764015873
"11538","train","22","STANDING","fBodyAcc-std-X",-0.987400306031746
"11539","train","22","STANDING","fBodyAcc-std-Y",-0.923657558412698
"11540","train","22","STANDING","fBodyAcc-std-Z",-0.938409884920635
"11541","train","22","STANDING","fBodyAccJerk-mean-X",-0.974969214761905
"11542","train","22","STANDING","fBodyAccJerk-mean-X.1",0.227103206142857
"11543","train","22","STANDING","fBodyAccJerk-mean-Y",-0.952141454126984
"11544","train","22","STANDING","fBodyAccJerk-mean-Y.1",-0.243211290984127
"11545","train","22","STANDING","fBodyAccJerk-mean-Z",-0.977567430952381
"11546","train","22","STANDING","fBodyAccJerk-mean-Z.1",-0.0266151295539683
"11547","train","22","STANDING","fBodyAccJerk-std-X",-0.978773000952381
"11548","train","22","STANDING","fBodyAccJerk-std-Y",-0.956169964285714
"11549","train","22","STANDING","fBodyAccJerk-std-Z",-0.984305238253968
"11550","train","22","STANDING","fBodyAccJerkMag-mean",-0.959743877936508
"11551","train","22","STANDING","fBodyAccJerkMag-mean.1",0.106970242863492
"11552","train","22","STANDING","fBodyAccJerkMag-std",-0.95665395968254
"11553","train","22","STANDING","fBodyAccMag-mean",-0.949044483015873
"11554","train","22","STANDING","fBodyAccMag-mean.1",-0.0729359541825397
"11555","train","22","STANDING","fBodyAccMag-std",-0.943739135238095
"11556","train","22","STANDING","fBodyGyro-mean-X",-0.917018098571429
"11557","train","22","STANDING","fBodyGyro-mean-X.1",-0.391232979904762
"11558","train","22","STANDING","fBodyGyro-mean-Y",-0.97068244031746
"11559","train","22","STANDING","fBodyGyro-mean-Y.1",-0.374460047253968
"11560","train","22","STANDING","fBodyGyro-mean-Z",-0.962327765238095
"11561","train","22","STANDING","fBodyGyro-mean-Z.1",-0.177196579598413
"11562","train","22","STANDING","fBodyGyro-std-X",-0.919851782380952
"11563","train","22","STANDING","fBodyGyro-std-Y",-0.962172736666667
"11564","train","22","STANDING","fBodyGyro-std-Z",-0.963652778888889
"11565","train","22","STANDING","fBodyGyroJerkMag-mean",-0.968377798253968
"11566","train","22","STANDING","fBodyGyroJerkMag-mean.1",-0.182923596577778
"11567","train","22","STANDING","fBodyGyroJerkMag-std",-0.965344726666667
"11568","train","22","STANDING","fBodyGyroMag-mean",-0.932065270793651
"11569","train","22","STANDING","fBodyGyroMag-mean.1",-0.382818529412698
"11570","train","22","STANDING","fBodyGyroMag-std",-0.900222411269841
"11571","train","22","STANDING","tBodyAcc-mean-X",0.279053861587302
"11572","train","22","STANDING","tBodyAcc-mean-Y",-0.0158563207496825
"11573","train","22","STANDING","tBodyAcc-mean-Z",-0.104967423820635
"11574","train","22","STANDING","tBodyAcc-std-X",-0.985000527142857
"11575","train","22","STANDING","tBodyAcc-std-Y",-0.922693288412698
"11576","train","22","STANDING","tBodyAcc-std-Z",-0.942201655238095
"11577","train","22","STANDING","tBodyAccJerk-mean-X",0.0752322891746032
"11578","train","22","STANDING","tBodyAccJerk-mean-Y",0.0107286964173016
"11579","train","22","STANDING","tBodyAccJerk-mean-Z",-0.00626291653857143
"11580","train","22","STANDING","tBodyAccJerk-std-X",-0.975639080634921
"11581","train","22","STANDING","tBodyAccJerk-std-Y",-0.952303493968254
"11582","train","22","STANDING","tBodyAccJerk-std-Z",-0.981478064920635
"11583","train","22","STANDING","tBodyAccJerkMag-mean",-0.975876006507936
"11584","train","22","STANDING","tBodyAccJerkMag-std",-0.958825095396825
"11585","train","22","STANDING","tBodyAccMag-mean",-0.954807661269841
"11586","train","22","STANDING","tBodyAccMag-std",-0.939866315079365
"11587","train","22","STANDING","tBodyGyro-mean-X",-0.0275201762126984
"11588","train","22","STANDING","tBodyGyro-mean-Y",-0.0690067688269841
"11589","train","22","STANDING","tBodyGyro-mean-Z",0.0733466563174603
"11590","train","22","STANDING","tBodyGyro-std-X",-0.917837043333333
"11591","train","22","STANDING","tBodyGyro-std-Y",-0.964714672857143
"11592","train","22","STANDING","tBodyGyro-std-Z",-0.96058251031746
"11593","train","22","STANDING","tBodyGyroJerk-mean-X",-0.0975013472380952
"11594","train","22","STANDING","tBodyGyroJerk-mean-Y",-0.0420998733444444
"11595","train","22","STANDING","tBodyGyroJerk-mean-Z",-0.0513179245555556
"11596","train","22","STANDING","tBodyGyroJerk-std-X",-0.949716028730159
"11597","train","22","STANDING","tBodyGyroJerk-std-Y",-0.984900134285714
"11598","train","22","STANDING","tBodyGyroJerk-std-Z",-0.979753572380952
"11599","train","22","STANDING","tBodyGyroJerkMag-mean",-0.978603529206349
"11600","train","22","STANDING","tBodyGyroJerkMag-std",-0.966086148412698
"11601","train","22","STANDING","tBodyGyroMag-mean",-0.931624303968254
"11602","train","22","STANDING","tBodyGyroMag-std",-0.900776555555556
"11603","train","22","STANDING","tGravityAcc-mean-X",0.954064297619048
"11604","train","22","STANDING","tGravityAcc-mean-Y",-0.226418773650794
"11605","train","22","STANDING","tGravityAcc-mean-Z",0.0323824977714286
"11606","train","22","STANDING","tGravityAcc-std-X",-0.992827298253968
"11607","train","22","STANDING","tGravityAcc-std-Y",-0.971080742857143
"11608","train","22","STANDING","tGravityAcc-std-Z",-0.958890201587302
"11609","train","22","STANDING","tGravityAccMag-mean",-0.954807661269841
"11610","train","22","STANDING","tGravityAccMag-std",-0.939866315079365
"11611","train","22","WALKING","a(tBodyAccJerkMean),gravityMean)",0.0411484050869565
"11612","train","22","WALKING","a(tBodyAccMean,gravity)",-0.00700273821739131
"11613","train","22","WALKING","a(tBodyGyroJerkMean,gravityMean)",0.0508926570863044
"11614","train","22","WALKING","a(tBodyGyroMean,gravityMean)",-0.0882211719565217
"11615","train","22","WALKING","a(X,gravityMean)",-0.748809057173913
"11616","train","22","WALKING","a(Y,gravityMean)",0.262107576956522
"11617","train","22","WALKING","a(Z,gravityMean)",0.0054581015
"11618","train","22","WALKING","fBodyAcc-mean-X",-0.0994928588891304
"11619","train","22","WALKING","fBodyAcc-mean-X.1",-0.2183853882
"11620","train","22","WALKING","fBodyAcc-mean-Y",0.145367520371739
"11621","train","22","WALKING","fBodyAcc-mean-Y.1",0.309767108065217
"11622","train","22","WALKING","fBodyAcc-mean-Z",-0.25521651373913
"11623","train","22","WALKING","fBodyAcc-mean-Z.1",0.306473449913043
"11624","train","22","WALKING","fBodyAcc-std-X",0.0243958191369565
"11625","train","22","WALKING","fBodyAcc-std-Y",0.00386841059347826
"11626","train","22","WALKING","fBodyAcc-std-Z",-0.253643608304348
"11627","train","22","WALKING","fBodyAccJerk-mean-X",-0.0367047077608696
"11628","train","22","WALKING","fBodyAccJerk-mean-X.1",-0.102095050734783
"11629","train","22","WALKING","fBodyAccJerk-mean-Y",0.159995613695652
"11630","train","22","WALKING","fBodyAccJerk-mean-Y.1",-0.0787882256
"11631","train","22","WALKING","fBodyAccJerk-mean-Z",-0.281973435652174
"11632","train","22","WALKING","fBodyAccJerk-mean-Z.1",-0.00391608825652174
"11633","train","22","WALKING","fBodyAccJerk-std-X",0.0180047785304348
"11634","train","22","WALKING","fBodyAccJerk-std-Y",0.213423556139739
"11635","train","22","WALKING","fBodyAccJerk-std-Z",-0.343195610652174
"11636","train","22","WALKING","fBodyAccJerkMag-mean",0.0659727285
"11637","train","22","WALKING","fBodyAccJerkMag-mean.1",0.0976461805652174
"11638","train","22","WALKING","fBodyAccJerkMag-std",0.158286745226087
"11639","train","22","WALKING","fBodyAccMag-mean",-0.0241584964891304
"11640","train","22","WALKING","fBodyAccMag-mean.1",0.368620829130435
"11641","train","22","WALKING","fBodyAccMag-std",-0.381399308043478
"11642","train","22","WALKING","fBodyGyro-mean-X",-0.144648652152174
"11643","train","22","WALKING","fBodyGyro-mean-X.1",-0.0375243720869565
"11644","train","22","WALKING","fBodyGyro-mean-Y",-0.501176901956522
"11645","train","22","WALKING","fBodyGyro-mean-Y.1",-0.11413463273913
"11646","train","22","WALKING","fBodyGyro-mean-Z",-0.083501182326087
"11647","train","22","WALKING","fBodyGyro-mean-Z.1",0.06771682861
"11648","train","22","WALKING","fBodyGyro-std-X",-0.374496318695652
"11649","train","22","WALKING","fBodyGyro-std-Y",-0.481624411086957
"11650","train","22","WALKING","fBodyGyro-std-Z",-0.253173876956522
"11651","train","22","WALKING","fBodyGyroJerkMag-mean",-0.553946121521739
"11652","train","22","WALKING","fBodyGyroJerkMag-mean.1",0.279574103891304
"11653","train","22","WALKING","fBodyGyroJerkMag-std",-0.476405270434783
"11654","train","22","WALKING","fBodyGyroMag-mean",-0.438378722826087
"11655","train","22","WALKING","fBodyGyroMag-mean.1",0.210282322456522
"11656","train","22","WALKING","fBodyGyroMag-std",-0.464019127391304
"11657","train","22","WALKING","tBodyAcc-mean-X",0.27886459
"11658","train","22","WALKING","tBodyAcc-mean-Y",-0.0167213607957174
"11659","train","22","WALKING","tBodyAcc-mean-Z",-0.107112510934783
"11660","train","22","WALKING","tBodyAcc-std-X",-0.00865921919565217
"11661","train","22","WALKING","tBodyAcc-std-Y",0.100384246321739
"11662","train","22","WALKING","tBodyAcc-std-Z",-0.213351968804348
"11663","train","22","WALKING","tBodyAccJerk-mean-X",0.0627777634002174
"11664","train","22","WALKING","tBodyAccJerk-mean-Y",0.0356746339782609
"11665","train","22","WALKING","tBodyAccJerk-mean-Z",0.00443691445434783
"11666","train","22","WALKING","tBodyAccJerk-std-X",0.0358787094391304
"11667","train","22","WALKING","tBodyAccJerk-std-Y",0.225542290191304
"11668","train","22","WALKING","tBodyAccJerk-std-Z",-0.313155902608696
"11669","train","22","WALKING","tBodyAccJerkMag-mean",0.02291996735
"11670","train","22","WALKING","tBodyAccJerkMag-std",0.111532924945652
"11671","train","22","WALKING","tBodyAccMag-mean",0.0722419121669565
"11672","train","22","WALKING","tBodyAccMag-std",-0.161591787478261
"11673","train","22","WALKING","tBodyGyro-mean-X",0.0007771571
"11674","train","22","WALKING","tBodyGyro-mean-Y",-0.0960880731804348
"11675","train","22","WALKING","tBodyGyro-mean-Z",0.0775266594847826
"11676","train","22","WALKING","tBodyGyro-std-X",-0.318537865869565
"11677","train","22","WALKING","tBodyGyro-std-Y",-0.486322106521739
"11678","train","22","WALKING","tBodyGyro-std-Z",-0.151439515130435
"11679","train","22","WALKING","tBodyGyroJerk-mean-X",-0.132977562363043
"11680","train","22","WALKING","tBodyGyroJerk-mean-Y",-0.0321910702173913
"11681","train","22","WALKING","tBodyGyroJerk-mean-Z",-0.0569812455608696
"11682","train","22","WALKING","tBodyGyroJerk-std-X",-0.226656401521739
"11683","train","22","WALKING","tBodyGyroJerk-std-Y",-0.651875468913043
"11684","train","22","WALKING","tBodyGyroJerk-std-Z",-0.234278150891304
"11685","train","22","WALKING","tBodyGyroJerkMag-mean",-0.461999528913043
"11686","train","22","WALKING","tBodyGyroJerkMag-std",-0.503106312391304
"11687","train","22","WALKING","tBodyGyroMag-mean",-0.210608043717391
"11688","train","22","WALKING","tBodyGyroMag-std",-0.390775683913043
"11689","train","22","WALKING","tGravityAcc-mean-X",0.936096410434783
"11690","train","22","WALKING","tGravityAcc-mean-Y",-0.259644937173913
"11691","train","22","WALKING","tGravityAcc-mean-Z",0.0233780056086957
"11692","train","22","WALKING","tGravityAcc-std-X",-0.969643448043478
"11693","train","22","WALKING","tGravityAcc-std-Y",-0.963639340217391
"11694","train","22","WALKING","tGravityAcc-std-Z",-0.955147847391304
"11695","train","22","WALKING","tGravityAccMag-mean",0.0722419121669565
"11696","train","22","WALKING","tGravityAccMag-std",-0.161591787478261
"11697","train","22","WALKING_DOWNSTAIRS","a(tBodyAccJerkMean),gravityMean)",-0.0517115658333333
"11698","train","22","WALKING_DOWNSTAIRS","a(tBodyAccMean,gravity)",-0.0477293001888889
"11699","train","22","WALKING_DOWNSTAIRS","a(tBodyGyroJerkMean,gravityMean)",0.0289312474444444
"11700","train","22","WALKING_DOWNSTAIRS","a(tBodyGyroMean,gravityMean)",0.2258319625
"11701","train","22","WALKING_DOWNSTAIRS","a(X,gravityMean)",-0.774881513611111
"11702","train","22","WALKING_DOWNSTAIRS","a(Y,gravityMean)",0.238387356388889
"11703","train","22","WALKING_DOWNSTAIRS","a(Z,gravityMean)",-0.00753626194444445
"11704","train","22","WALKING_DOWNSTAIRS","fBodyAcc-mean-X",0.195348406222222
"11705","train","22","WALKING_DOWNSTAIRS","fBodyAcc-mean-X.1",-0.367713771944444
"11706","train","22","WALKING_DOWNSTAIRS","fBodyAcc-mean-Y",0.225766560777778
"11707","train","22","WALKING_DOWNSTAIRS","fBodyAcc-mean-Y.1",0.0282644422805556
"11708","train","22","WALKING_DOWNSTAIRS","fBodyAcc-mean-Z",-0.322795653888889
"11709","train","22","WALKING_DOWNSTAIRS","fBodyAcc-mean-Z.1",0.183154050991667
"11710","train","22","WALKING_DOWNSTAIRS","fBodyAcc-std-X",0.402891960277778
"11711","train","22","WALKING_DOWNSTAIRS","fBodyAcc-std-Y",0.167409716861111
"11712","train","22","WALKING_DOWNSTAIRS","fBodyAcc-std-Z",-0.383242679444444
"11713","train","22","WALKING_DOWNSTAIRS","fBodyAccJerk-mean-X",0.0383364203555556
"11714","train","22","WALKING_DOWNSTAIRS","fBodyAccJerk-mean-X.1",-0.244503497722222
"11715","train","22","WALKING_DOWNSTAIRS","fBodyAccJerk-mean-Y",-0.00309155313333333
"11716","train","22","WALKING_DOWNSTAIRS","fBodyAccJerk-mean-Y.1",-0.400892381111111
"11717","train","22","WALKING_DOWNSTAIRS","fBodyAccJerk-mean-Z",-0.419534253611111
"11718","train","22","WALKING_DOWNSTAIRS","fBodyAccJerk-mean-Z.1",-0.198861107138889
"11719","train","22","WALKING_DOWNSTAIRS","fBodyAccJerk-std-X",0.0404618458027778
"11720","train","22","WALKING_DOWNSTAIRS","fBodyAccJerk-std-Y",-0.0270294444166667
"11721","train","22","WALKING_DOWNSTAIRS","fBodyAccJerk-std-Z",-0.535893778333333
"11722","train","22","WALKING_DOWNSTAIRS","fBodyAccJerkMag-mean",0.0224783539805556
"11723","train","22","WALKING_DOWNSTAIRS","fBodyAccJerkMag-mean.1",0.138397615911111
"11724","train","22","WALKING_DOWNSTAIRS","fBodyAccJerkMag-std",-0.118530349166667
"11725","train","22","WALKING_DOWNSTAIRS","fBodyAccMag-mean",0.155526858911111
"11726","train","22","WALKING_DOWNSTAIRS","fBodyAccMag-mean.1",0.130782546102778
"11727","train","22","WALKING_DOWNSTAIRS","fBodyAccMag-std",-0.0575202606055556
"11728","train","22","WALKING_DOWNSTAIRS","fBodyGyro-mean-X",-0.0954349339722222
"11729","train","22","WALKING_DOWNSTAIRS","fBodyGyro-mean-X.1",-0.191963043893889
"11730","train","22","WALKING_DOWNSTAIRS","fBodyGyro-mean-Y",-0.525006840277778
"11731","train","22","WALKING_DOWNSTAIRS","fBodyGyro-mean-Y.1",-0.0324962109133333
"11732","train","22","WALKING_DOWNSTAIRS","fBodyGyro-mean-Z",-0.194915698805556
"11733","train","22","WALKING_DOWNSTAIRS","fBodyGyro-mean-Z.1",0.01292707115
"11734","train","22","WALKING_DOWNSTAIRS","fBodyGyro-std-X",-0.284532358444444
"11735","train","22","WALKING_DOWNSTAIRS","fBodyGyro-std-Y",-0.570339899444444
"11736","train","22","WALKING_DOWNSTAIRS","fBodyGyro-std-Z",-0.377319033611111
"11737","train","22","WALKING_DOWNSTAIRS","fBodyGyroJerkMag-mean",-0.583510518055556
"11738","train","22","WALKING_DOWNSTAIRS","fBodyGyroJerkMag-mean.1",0.339656340833333
"11739","train","22","WALKING_DOWNSTAIRS","fBodyGyroJerkMag-std",-0.697451438611111
"11740","train","22","WALKING_DOWNSTAIRS","fBodyGyroMag-mean",-0.338417326388889
"11741","train","22","WALKING_DOWNSTAIRS","fBodyGyroMag-mean.1",-0.0581080717
"11742","train","22","WALKING_DOWNSTAIRS","fBodyGyroMag-std",-0.341863671805556
"11743","train","22","WALKING_DOWNSTAIRS","tBodyAcc-mean-X",0.284458963861111
"11744","train","22","WALKING_DOWNSTAIRS","tBodyAcc-mean-Y",-0.0197999371686389
